"Russian President Vladimir Putin issued an arrest warrant for George Soros.";false
"A photograph shows Lady Gaga being placed in a squad car after she tweeted a negative comment about Melania Trump.";FALSE
"A photograph shows former president Bill Clinton sitting naked on a hotel bed.";FALSE
"Billionaire George Soros died of a heart attack on 15 November 2016.";false
"Pepsi CEO Indra Nooyi told Donald Trump supporters to ""take their business elsewhere.""";mostly false
"Hillary Clinton staged a photo op encounter  with a hiker the day after she lost the 2016 presidential election.";UNPROVEN
"After Donald Trump won the 2016 election, Ford decided to move production of their vehicles from Mexico to Ohio.";mostly false
"A video depicts angry Muslims in Western mall tearing down a Christmas tree because it offended them.";false
"A police horse kicked a Black Lives Matter protester.";mostly false
"The father of a 4-year-old girl died after anti-Trump protesters blocked roads and delayed an ambulance from reaching the hospital.";unproven
"Donald Trump was born 'Dawood Ibrahim Khan' in Pakistan.";FALSE
"The Obama administration disinvited Medal of Honor recipient Dakota Meyer from the Marine Corps' 241st birthday ball in Kabul, Afghanistan, because he criticized the President.";Unproven
"Donald Trump won the state of Wisconsin by 27,000 votes, but 300,000 Wisconsin voters were turned away at the polls for insufficient identification.";unproven
"New York Times columnist David Brooks said that Donald Trump needed to decide if he'd rather 'resign, be impeached, or get assassinated.'";FALSE
"“Clean coal technology” currently makes coal a clean source of energy and helps to reduce greenhouse gas emissions.";unproven
"Delayed military absentee ballots would have ""swung"" the presidential election for Hillary Clinton if they had been counted on time.";false
"After Donald Trump was elected president, Pope Francis said he had lost all faith in American Christians.";unproven
"Mike Pence credited 'gay conversion therapy' with saving his marriage.";FALSE
"Melania Trump has filed for divorce over  her role as the First Lady of the United States.";false
"BBC's Carol Kirkwood used a curse word to describe the weather.";FALSE
"Former Monty Python member John Cleese penned a satirical piece announcing the revocation of America's independence for failure to elect a competent president.";misattributed
"A woman set her husband on fire for molesting their daughter.";MIXTURE
"A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.";false
"A Harvard Study showed that Tibetan Monks can significantly raise the temperature of their fingers, toes and other extremities through meditation alone.";True
"Maps shows that areas with high democratic populations also have high crime rates.";FALSE
"Anti-Trump protesters beat a homeless veteran to death in Philadelphia.";False
"Donald Trump announced that his ""first order"" as President would be to make flag burning a treasonous act.";MOSTLY FALSE
"A 1922 New York Times article reported that Adolf Hitler “was merely using anti-Semitic propaganda as a bait to catch masses of followers”.";True
"President Obama will issue a “blanket pardon” for Hillary Clinton to cover any undiscovered past crimes.";false
"A Hillary Clinton supporter defecated on a sign in protest of Donald Trump.";FALSE
"Abortion rates drop during Democratic presidencies and rise during Republican administrations.";False
"Maryland's electors ignored the statewide vote and gave the presidency to Hillary Clinton.";FALSE
"Mike Pence believes smoking doesn't kill people.";mixture
"A South African billionaire is offering a large sum of money to African-Americans who leave the country due to Trump's election.";false
"A photograph shows a group of buses that were used to ship in paid anti-Trump protesters to Austin, Texas.";FALSE
"The last time Republicans controlled the presidency and Congress was in 1928, and the U.S. sunk into the Great Depression within a year.";mixture
"Strange circular clouds formed over Israel shortly after Donald Trump won the 2016 presidential election.";FALSE
"A photograph shows a violent anti-Trump protest in the United States in November 2016.";FALSE
"Photograph shows a small car loaded down with hundreds of pounds of lumber and other building supplies.";true
"Restaurant chains are offering free meals to U.S. military personnel in conjunction with Veterans Day.";true
"A tradition of celebrating Veterans Day with ravioli dinners was initiated by President Woodrow Wilson in 1919.";false
"A woman pulled a Muslim woman's hijab inside a Walmart and told her, ""Go hang yourself with it around your neck.""";FALSE
"Trump blasted the electoral college in 2012.";true
"President Obama signed a law permanently protecting the federal funding of Planned Parenthood.";Mixture
"Midterm exams at Yale were canceled because students were too upset by Donald Trump's election.";mostly false
"Donald Trump said that he planns to eradicate Section 8 housing, welfare, and Medicaid.";false
"Gay Canadian filmmaker Chris Ball was severely beaten and bloodied by emboldened Donald Trump supporters shortly after the 2016 election.";unproven
"Noam Chomsky predicted the movement that created a Trump presidency.";true
"Hillary Clinton filed for divorce from Bill Clinton in November 2016.";FALSE
"A white man was beaten by a group of black people for voting Trump.";mixture
"Police assuaged the feelings of millennials protesting Donald Trump's victory by distributing participation trophies.";false
"President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump’s Environmental Protection Agencies.";True
"Counterfeit packs of fake cigarettes found in Detroit are lethal.";false
"All mentions of ""pro-life"" were scrubbed from the Donald J. Trump campaign web site 12 hours after he was elected president.";False
"President Obama has overruled Donald Trump's victory in the 2016 presidential election and ordered a revote.";false
"Mike Pence signed a bill barring same-sex couples from seeking marriage licenses in Indiana.";mixture
"Americans crashed Canada's immigration web site immediately after Donald Trump was elected.";true
"Canadian Prime Minister Justin Trudeau said his country had received more than 10 million immigration applications from Americans immediately after the 2016 presidential election.";false
"Video shows Barack Obama kicking in a door after storming out of a meeting with Congressional leaders.";false
"As many as nine transgender children (some adult children) committed or attempted suicide the night Donald Trump was elected President.";unproven
"All ""Obama phones"" will be cut off after 31 December 2016.";false
"Former Attorney General Janet Reno said ""Donald Trump will never be president in my lifetime.""";False
"Donald Trump supporters chanted ""we hate muslims, we hate blacks, we want our great country back"" during a rally on election night.";FALSE
"The KKK marched on a bridge in North Carolina to celebrate Donald Trump's presidential victory.";false
"A dead gorilla named Harambe received 15,000 votes in the 2016 U.S. presidential election.";FALSE
"A video documents that  anticipated in 2000 how Donald Trump would announce his presidential candidacy in 2015.";false
"Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.";false
"Marilyn Mosby posted (and then deleted) a picture showing her daughter in the ballot booth";TRUE
"Election Day is being split across two separate days this year.";false
"A Catholic priest placed an aborted fetus on the altar to urge parishioners to vote for Trump.";true
"Al Capone said that the United States wouldn't elect a woman president until the Chicago Cubs won the World Series.";FALSE
"Jay Z rapped the words ""Middle finger to the Lord, n***ga grip I'm a boss"" at a Hillary Clinton rally.";False
"Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.";TRUE
"Hillary Clinton's staff is set to disable all the nation's electronic devices to hide further e-mail leaks.";false
"A daughter expressed her not-so-warm feelings about her deceased mother by running a scathing and caustic obituary.";true
"A van full of ""illegals"" traveled from voting booth to voting booth in Arizona in order to vote (illegally) for Hillary Clinton.";false
"Ivanka Trump disavowed her father Donald Trump during a press conference just before the 2016 presidential election.";FALSE
"Taking a photograph of your ballot and posting it to the Internet is illegal or will invalidate your vote.";mixture
"Donald Trump supporters made racist comments over CB radios during a pro-Trump parade.";unproven
"The Clinton campaign paid Beyonce and Jay Z $62 million to perform a concert in Cleveland.";FALSE
"South Carolina exit polls asked voters whether black people had become ""too demanding"" on the subject of civil rights.";true
"Chattanooga-area NBC affiliate WRCB inadvertently exposed the rigging of 2016 election results in Hillary Clinton's favor.";mostly false
"A Newsweek-branded ""Madam President"" publication cover declared Hillary Clinton the winner of the presidential election prior to 8 November 2016.";MIXTURE
"A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt.";mostly true
"FBI director Jim Comey placed a ""Trump/Pence 2016"" sign in front of his home.";unproven
"An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.";False
"President Obama encouraged ""illegal aliens"" to vote and said there would be no consequences if they do.";false
"An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.";false
"Hillary Clinton's first name was spelled ""Hilliary"" on election ballots printed for use in Lonoke County, Arkansas.";True
"Hillary Clinton trashed Beyonce using racial slurs at a November 2016 campaign event.";False
"Coconut oil has a positive effect on cognition and focus.";unproven
"Sixteen girls were impregnated after a boy ejaculated in a swimming pool.";FALSE
"Hillary Clinton and John Podesta practice a satanic ritual known as ""spirit cooking.""";FALSE
"The Department of Homeland Security chairman has officially indicted Hillary Clinton on charges of treason.";False
"Dunkin Donuts' new holiday cup features an image of Richard Dawkins giving the finger.";FALSE
"Donald Trump threatened to deport Puerto Rican Broadway star Lin-Manuel Miranda.";FALSE
"An electoral map based on Facebook analytics shows Donald Trump winning the 2016 presidential election in a ""clean sweep.""";FALSE
"Summer Zervos was paid $500,000 to fabricate her sexual harassment claim against Donald Trump.";UNPROVEN
"An image shows Hillary Clinton addressing a campaign rally attended by fewer than 25 people.";False
"Life expectancy in the United States is now lower because of Obamacare.";False
"A court ruling means priests in Louisiana don't have to report sexual abuse.";mostly true
"Hillary Clinton aide Huma Abedin has ties to Muslim terrorists and Saudi funders of the 9/11 attacks through her family's business";Unproven
"Actor Matthew McConaughey made a video endorsing Donald Trump.";FALSE
"Starbucks CEO Howard Schultz admitted that he was using the chain's ""holiday cup"" design to lure customers to Satanism.";false
"Hillary Clinton accidentally paid ISIS $400 million.";false
"A list of coincidences connecting the number 108 to the Chicago Cubs world series victory in 2016 is accurate.";MOSTLY TRUE
"Marijuana legalization has led to an increase in crime and fatalities all over Colorado.";unproven
"A groundbreaking study showing that algae can draw an alternative source of energy from other plants suggests that humans might be able to draw energy from each other in a similar way.";False
"Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""";FALSE
"Drummer Ginger Baker sodomized a burglar with his cane after catching him in his house.";FALSE
"The NYPD raided Clinton's property as part of the Anthony Weiner investigation.";false
"The NYPD is investigating and building a case against Bill Clinton pertaining to an underage sex ring.";false
"President Obama, Elizabeth Warren and other top Democratic officials have distanced themselves from Hillary Clinton by unfollowing her on social media.";MOSTLY FALSE
"Tequila fights viruses, aids weight loss, and is beneficial for people afflicted with gastrointestinal illness.";mostly false
"MSNBC host Chris Matthews endorsed Donald Trump during a segment on the show ""Hardball.""";FALSE
"The government ""knowingly"" injected a birth defect-inducing vaccine into epidurals between 2010 and 2014 to hurt Black women";FALSE
"Michelle Obama deleted all mentions of Hillary Clinton from her Twitter accounts.";FALSE
"An anonymous donor contributed $2.5 million to bail out protesters arrested at the Dakota Access Pipeline.";Unproven
"The FBI announced an inquiry into Russian ties between Trump's former campaign director and the Russian government.";mixture
"Experts confirmed a computer server linked to Donald Trump ""was communicating with Russia.""";Unproven
"A computer virus is being spread via social media using pictures of Donald Trump being arrested.";hoax
"WikiLeaks documents revealed campaign head John Podesta unflatteringly described Hillary Clinton's personal hygiene and intellect.";false
"Donna Brazile was fired from CNN after leaked e-mails suggested she used her position to pass information to the Clinton campaign about upcoming appearances.";true
"Men abandoned a groundbreaking study on male birth control due to side effects such as mood changes, muscle pain, and acne.";Mixture
"ABC News has reported that Donald Trump received millions of dollars from Russia.";mostly false
"A California halfway house resident was promised $300 if he voted for Hillary Clinton.";false
"Paul Ryan's wife Janna is a secret liberal who voted for Obama twice.";unproven
"Secret Service and military personnel have used the designation ""Broomstick One"" for aircraft carrying Hillary Clinton.";Unproven
"Huma Abedin retained deleted e-mails of Hillary Clinton's in a folder marked ""life insurance"" and cut a deal with the FBI.";unproven
"Attorney General Loretta Lynch invoked her Fifth Amendment protection not to incriminate herself over the Obama administration's transfer of money to Iran.";mostly false
"An 11-year-old girl was shot and killed by a police sniper at the Standing Rock pipeline protest site but the media covered up news of it.";false
"Facebook users can assist Standing Rock protesters by ""checking in"" at the site to confuse the Morton County Sheriff's Department.";unproven
"Parents should keep any eye out for drug-laced Gummy bears and ecstasy (MDMA) disguised as Halloween candy being distributed to trick-or-treaters.";mostly false
"An audio tape captures VP candidate Tim Kaine yelling at his mistress.";FALSE
"Hillary Clinton's campaign manipulated a photograph to increase the crowd size at one of Bill Clinton's appearances.";FALSE
"The Clinton Foundation has purchased over $137 million of illegal arms and ammunition";false
"The Rothschild Family owns 80% of the world's wealth, with a net worth of $500 trillion.";FALSE
"Queen Elizabeth II has offered to restore British rule over the United States of America.";false
"The World Health Organization has listed being single as a disability under their definition of infertility.";unproven
"After FBI Director Jim Comey announced that he was reviewing e-mails potentially linked to Hillary Clinton, several states announced that they were allowing people to change their early votes.";mixture
"Orson Welles' 30 October 1938 radio adaptation of ""The War of the Worlds"" caused mass hysteria, convincing thousands of panicked listeners across North America that Earth was being attacked by Mars.";Mostly false
"President Obama has cancelled all upcming appearances at campaign events for Hillary Clinton in October 2016.";FALSE
"A Hillary Clinton supporter in North Carolina voted multiple times using his friends' identities.";false
"Hillary Clinton's campaign manager Robby Mook deleted most of his tweets due to an FBI investigation.";FALSE
"The Amish don’t get autism because they do not vaccinate their children.";False
"Fox News admitted the investigation into the Benghazi deaths was a ""complete hoax.""";FALSE
"An image shows a Muslim child bride in Germany, proving Germany is submitting to ""Sharia law.""";false
"Dogs and wolves are genetically 99.9% identical.";True
"Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.";false
"A father posted a picture of his baby with a gun on Facebook just before he posted that he needed 911 because she shot herself.";false
"A photograph shows Hillary Clinton and her college roommate walking topless in the 1960s.";FALSE
"Taxypayers paid $4 million for President Obama to play golf with Tiger Woods.";mostly false
"A photograph shows actor Bill Murray and a crying baby.";TRUE
"Hillary Clinton suggested during a 2013 speech that Donald Trump run for President.";FALSE
"A picture of a man with his head split open documents the effect of marijuana use.";FALSE
"Coverage under Obamacare can costs more than $1,200 a month for a family of four.";mixture
"Sweden has discontinued the tradition of adorning street poles with Christmas lights to avoid angering Muslim refugees.";False
"The Amish Brotherhood have endorsed Donald Trump for president.";FALSE
"Vice President Joe Biden said in a speech that ""lazy American women"" brought about the downfall of the economy because they ""sit around on their behinds, doing nothing.""";False
"Doctors are now warning parents to never use baby wipes because they contain a ""chemical"" called methylisothiazolinone.";mostly false
"A ""creepy clown"" was arrested after massacring 18 individuals in a haunted house attraction.";false
"Chelsea Clinton is married to George Soros' nephew.";FALSE
"President Obama passed a law requiring grandparents to pick up pick up their grandchildren every weekend.";FALSE
"A photograph shows CNN reporter Anderson Cooper seductively posing in his underwear.";FALSE
"A four-pronged alien space craft was spotted by the International Space Station, but NASA is covering it up.";unproven
"Mike Pence supported ""gay conversion"" therapy, which involves the use of electroshock therapy.";Mixture
"The Department of Justice says that attempting to document or report voter fraud is against federal law.";mostly false
"A photograph shows two great white sharks in the Mississippi River.";FALSE
"Video depicts Democrats committing fraud during the 2016 primary.";false
"A video shows Hillary Clinton laughing as the words ""under God"" were removed from the Pledge of Allegiance.";MIXTURE
"Consumers should be aware of plastic rice from China that is difficult to discern from ""real rice.""";unproven
"A statement reproduces Hillary Clinton's response when asked to identify her major accomplishments as Secretary of State.";false
"Michael Moore has endorsed Donald Trump for president.";FALSE
"Pat Buchanan said America was better when everybody ""knew their place.""";FALSE
"Infamous Chicago Cubs fan Steve Bartman won $3.7 million after betting that the team would be in the 2016 World Series.";FALSE
"Former Clinton Foundation CEO Eric Braverman sought asylum in Russia after Wikileaks documents unmasked him as a mole.";false
"An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.";false
"Two scientists who analyzed 2.5 million stars have concluded that the signals coming from a small fraction of them are “probably” caused by aliens.";Mostly False
"Michael Kors uses fur from dogs that were skinned alive in manufacturing the brand's products.";false
"A photograph shows a man with the word ""Trump"" tattooed across his forehead.";FALSE
"Minecraft has a newly-discovered ""sex mod"" of which parents should be aware and exercise caution (or restrict the game from their children entirely).";mostly false
"A 12-year-old Afghan foster child in the U.K. turned out to be a 21-year-old trained ""jihadi.""";unproven
"Voters across Texas have witnessed their votes switch from ""straight Republican"" to Democrat on compromised voting machines.";mostly false
"NFL players did not stand for the national anthem until the Defense Dept. started paying the league to stage patriotic displays in 2009.";mixture
"Satellite images of hexagon-shaped holes in clouds above the Bermuda Triangle prove that large blasts of sinking air are the cause of mysterious shipwrecks and plane crashes in the area.";False
"The gender of a bell pepper can be identified by counting its lobes.";false
"6,000 Muslim migrants with forged papers were captured trying to cross the U.S.-Mexico border.";mostly false
"The SS  has been discovered by the Cuban Coast Guard 90 years after it vanished in the Bermuda Triangle.";false
"Putin issued an ultimatum to President Obama to stop ""smearing"" Russia, or risk starting World War III.";FALSE
"The Supreme Court has upheld former Vice President Dick Cheney's sentence of 20 years in prison on charges related to war crimes.";false
"Energy Transfer Partners CEO Kelcy Warren said ""America's freedom"" would not be disrupted by ""dirty natives"" engaged in a DAPL protest.";unproven
"A photograph shows a 'Spanish Dancer Jellyfish.'";FALSE
"Bill O'Reily hired ""university grad students"" to conduct a phone survey of 25,000 people about the presidential election.";mixture
"The Clinton Foundation suddenly transferred $1.8 billion to a bank in Qatar.";false
"30,000 scientists have signed a petition arguing that there is no convincing scientific evidence for anthropogenic climate change.";Misleading
"WikiLeaks revealed that the Clintons spent $200 million on an estate in the Maldives.";false
"Jimmy John Liautaud, the owner of Jimmy John's Gourmet Sandwiches, is a big game hunter.";true
"A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.";false
"Donald Trump's ancestors changed their surname from ""Drumpf"" to ""Trump.""";Mostly True
"Brad Pitt recently slammed liberals for ""taking [his] money"" and has endorsed Donald Trump for President.";false
"Trump hotels are being renamed to eliminate use of the name 'Trump.'";MIXTURE
"A Syrian artist created a ""Statue of Liberty"" made from the rubble collected in war-torn Aleppo.";FALSE
"Ronald Reagan won the 1980 presidential election in a landslide despite trailing Jimmy Carter in public opinion polls two weeks earlier, so polls cannot be trusted to predict election results.";Mixture
"A cell phone virus is circulating disguised as a video called the 'Dance of the Pope.'";false
"The 1987 film  correctly predicted that the Florida Marlins would win the 1997 World Series and that the Cubs would play Florida in the 2015 World Series.";false
"illary Clinton vowed that she would shut down the NRA and ban handguns if she were elected President.";false
"Donald Trump personally sent out an airplane to bring home U.S. military members stranded in Florida.";false
"Hillary Clinton threw a tantrum, and a water glass, after NBC's ""Commander-in-Chief"" Forum in September 2016.";FALSE
"Votes intended for Hillary Clinton are being allocated to Donald Trump on touchscreen voting machines.";unproven
"A ""daith piercing"" can cure migraine headaches.";unproven
"Voting machines in Cook County were rigged in 2014 to change votes cast for Republican candidates to votes for Democratic candidates.";false
"An image shows Maria Bartiromo holding a phone decorated with a ""Trump/Pence"" sticker at the annual Al Smith Dinner.";FALSE
"A photograph captures a rare seal with a symmetrical stripe pattern on its pelt.";true
"An Oregon ballot lists Democratic presidential candidates twice but no Republican candidates.";false
"NASA confirmed the Earth will experience 15 straight days of darkness in March 2017.";false
"Mail-in ballots require additional stamps and will not be counted if affixed postage is insufficient.";mixture
"During pregnancy, a woman’s brain shrinks and takes up to six months to regain its previous size.";Mixture
"The WikiLeaks 'Podesta archive' included an e-mail that stated President Obama had ""directed his supporters in Colorado to engage in a little all-American voter fraud.""";mostly false
"The second-highest ranking ISIS member urged Muslim-Americans to vote for Hillary Clinton.";false
"Pope Francis decreed that Catholics cannot vote for Democratic presidential candidate Hillary Clinton.";false
"Televangelist Kenneth Copeland says ""civil war"" will unfold if Donald Trump loses the presidential election.";mostly FALSE
"More attacks on U.S. embassies, with more people killed, occurred during the G.W. Bush and Reagan administrations than under Obama.";Mixture
"A video report from CNN shows Donald Trump purchasing a car and two children.";FALSE
"An unknown third party whispered the word ""dozens"" to Hillary Clinton during the third presidential debate.";UNPROVEN
"George Soros-controlled Smartmatic manufactures the voting machines used in 16 crucial states, and those states will be rigged in favor of Hillary Clinton.";false
"The Reverend Billy Graham issued a surprising statement in support of Donald Trump.";misattributed
"Moderator Chris Wallace received a ""cease and desist"" letter from Trump about groping allegations in the midst of a presidential debate.";false
"Outgoing President George H.W. Bush left a note welcoming incoming President Bill Clinton to the White House in 1993.";TRUE
"President Obama passed a law enabling food stamp recipients to use their benefits to purchase hot food.";false
"Hillary Clinton revealed a classified response window of ""four minutes"" for a U.S. president to launch nuclear weapons.";false
"A San Francisco tech company is a front for the web site that accused Julian Assange of pedophilia.";false
"Donald Trump raped his former wife and a young woman, and his modeling agency was found to be trafficking young girls.";mixture
"The town of Clinton, IN, is changing its name to avoid being associated with Hillary Clinton.";False
"Singer-songwriter Bob Dylan has rejected his Nobel Prize Award for Literature.";FALSE
"Singer-songwriter Bob Dylan has rejected his Nobel Prize Award for Literature.";FALSE
"President Obama signed an executive order mandating the loser of the 2016 election forever leave the country on 9 November 2016.";false
"A man sued his bride after seeing her without make-up for the first time.";false
"An obese man is suing Golden Corral because he was kicked out after spending seven hours at their buffet.";False
"Mark Zuckerberg is giving $1,000 away to Facebook users who refrain from sharing hoaxes.";false
"President Obama demanded a monument to himself because ""there's plenty of monuments dedicated to racist white people.""";false
"It costs American taxpayers roughly $200,000 an hour every time President Obama travels in Air Force One to campaign for Hillary Clinton.";mixture
"Donald Trump said he would not accept the $400,000 annual president's salary if elected.";true
"Russian television host Dmitry Kiselyov exposed a plot to kill Donald Trump";false
"The Dalai Lama described Donald Trump as ""worse than Hitler"" and a ""threat to humanity.""";false
"Singer Billy Ocean passed away in October 2016.";FALSE
"A 14 August 1912 article from a New Zealand newspaper contains a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.";True
"Sen. Bernie Sanders said the election was ""rigged"" and ""unendorsed"" Hillary Clinton";mostly false
"Marian Robinson, First Lady Michelle Obama's mother, will receive a lifetime pension of $160,000 from the U.S. government.";FALSE
"Placing a bar of soap between your bedsheets will help prevent leg cramps.";unproven
"Famous drag queen RuPaul claimed he was groped by Donald Trump at a party in 1995.";false
"A team of four Nigerian girls has created a generator that produces six hours of electricity using only a single liter of urine as fuel.";Mixture
"Donald Trump, Jr. said  that if women can't handle harassment in the workplace, they should teach kindergarten.";true
"A postal worker was caught destroying absentee ballots with Trump votes in the swing state of Ohio.";false
"Donald Trump donated food and supplies to Lumberton, North Carolina, and other towns ravaged by Hurricane Matthew.";True
"Pennsylvanians can vote online via social media by using the hashtag #PresidentialElection.";false
"Washington, D.C., has no  because city designer Pierre L'Enfant bore a grudge against Chief Justice John Jay.";false
"A woman who used a recalled brand of tampons saw herself become infested with ants and had to be treated with a grotesque fungus that turned those ants into zombies.";False
"A photograph shows a girl killed in a drunk-driving accident, with accompanying text recording her last words.";false
"Researchers in North Carolina have created ""the first fully living dinosaur embryo in millions of years"" using DNA from chicken skin.";false
"A Danish woman fertilized her own eggs with the frozen sperm of her deceased father.";false
"A clown was arrested after police found eleven human bodies stuffed in a freezer at his residence.";false
"A ""secretly made Israeli intelligence video recording"" captures ""Bill Clinton raping a 13-year-old girl.""";false
"The U.S.  defense readiness alert level was quietly raised to ""DEFCON 3"" in mid-June 2016.";false
"A Maryland doctor who participated in a secret surgery to remove a blood clot from Hillary Clinton's brain died suddenly under mysterious circumstances.";false
"Mike Pence said Michelle Obama 'is the most vulgar First Lady we've ever had'";false
"A diet rich in vitamin D can reverse tooth decay and regrow portions of teeth lost to cavities.";False
"Sarah Palin excused Donald Trump's lewd comments by saying 'real men talk dirty.'";FALSE
"Leaked DNC e-mails from May 2016 reveal a plot to contrive fake stories about Donald Trump groping women.";False
"Tim Kaine threatened to ban the Catholic Church from the United States if they didn't change their stance on gay marriage.";FALSE
"A photograph shows Hillary Clinton grabbing a man's crotch.";FALSE
"Joseph Stalin said some version of ""It's not the people who vote that count, it's the people who count the votes.""";mixture
"E-mail published by WikiLeaks revealed Clinton operatives assassinated Supreme Court Justice Antonin Scalia.";false
